
1	1491123425	0.09893355075506567, 0.27856455426931703, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.05845067566462217, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.45926229741553953, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.04164854192198331, 0.20311742291491963, 0.11805730947945428
1	1491123425	0.09893355075506567, 0.24900253860673277, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.060775945454943116, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.4779991826107877, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.04332574612076151, 0.20311742291491963, 0.11805730947945428
1	1491123425	0.09893355075506567, 0.21858027570521757, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06318118490437387, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.4957274104919608, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.04507633196818079, 0.20311742291491963, 0.11805730947945428
1	1491123426	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123426	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123426	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123426	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123426	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123426	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123426	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123426	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123426	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123427	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123427	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.15956163051261746	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.2902328807763614	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.30391164960127703	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.11805730947945428
1	1491123427	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.07939807809707938	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.07983358907784163	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.6404886661741694	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.02868319528121214
1	1491123427	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.08154382292671414	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.08579164079903233	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.6178211605586665	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.029945476675322786
1	1491123427	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.0881295776219487	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.09227278302528914	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.5990384756043121	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.03204892992005122
1	1491123427	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.09651039823188458	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.09838865085891577	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.5850608150528194	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.03432374200286198
1	1491123427	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.10571481243740558	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.10430818776176796	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.5719363741003224	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.036957902059369455
1	1491123427	0.09893355075506567, 0.18970370049599009, 0.33630687587092045, 0.11443705227492093	0.08813899184699335, 0.06449048445674459, 0.24515604028264715, 0.11007266319012284	0.6150189747576694, 0.5111422571940494, 0.15232590910043567, 0.5597536930268492	0.05749412706086954, 0.046152098248819176, 0.20311742291491963, 0.03924160177982861
1	1491123427	0.09893355075506567, 0.22506150165067215, 0.33630687587092045, 0.1224073592193465	0.08813899184699335, 0.19916659274564477, 0.24515604028264715, 0.11539842971957341	0.6150189747576694, 0.21982910953415802, 0.15232590910043567, 0.5480994686138752	0.05749412706086954, 0.21750642867753184, 0.20311742291491963, 0.04151026751042562
1	1491123427	0.09893355075506567, 0.26634109534588285, 0.33630687587092045, 0.1298785984180721	0.08813899184699335, 0.18855734305200827, 0.24515604028264715, 0.12013570718976849	0.6150189747576694, 0.20811920436971046, 0.15232590910043567, 0.5362613202018418	0.05749412706086954, 0.20592024858578284, 0.20311742291491963, 0.04416383336370718
1	1491123428	0.10429464714377185, 0.30344532250058154, 0.33630687587092045, 0.1370479009270882	0.28918579584737164, 0.1790212024232967, 0.24515604028264715, 0.12445330968212817	0.37515075009635046, 0.19759373785495526, 0.15232590910043567, 0.5241792588322799	0.1237119421812775, 0.19550599254553075, 0.20311742291491963, 0.046943637321506394
1	1491123428	0.11269716364267433, 0.3369771845123949, 0.33630687587092045, 0.14404948709620802	0.30411746779350973, 0.17040319374320728, 0.24515604028264715, 0.1283214952411428	0.35071104790165747, 0.18808165478929198, 0.15232590910043567, 0.5123186015953078	0.12010053504183935, 0.1860944126993458, 0.20311742291491963, 0.0498297117129732
1	1491123428	0.12248908728207807, 0.3674289027080188, 0.33630687587092045, 0.15091218063194356	0.3212132507042191, 0.1625768114313312, 0.24515604028264715, 0.13142153571874596	0.32330438914141996, 0.1794433252844497, 0.15232590910043567, 0.5019746992497375	0.11810592640449628, 0.17754735446706907, 0.20311742291491963, 0.05211497294900673
1	1491123428	0.16450322854788513, 0.3674289027080188, 0.33630687587092045, 0.15870416161491208	0.3163752377131598, 0.1625768114313312, 0.24515604028264715, 0.13396000703782246	0.2881452632313168, 0.1794433252844497, 0.15232590910043567, 0.4918325121924119	0.1159526489142697, 0.17754735446706907, 0.20311742291491963, 0.053454765524422576
1	1491123428	0.16450322854788513, 0.3674289027080188, 0.33630687587092045, 0.15974955841423286	0.3163752377131598, 0.1625768114313312, 0.24515604028264715, 0.13713050126087997	0.2881452632313168, 0.1794433252844497, 0.15232590910043567, 0.4814710575212096	0.1159526489142697, 0.17754735446706907, 0.20311742291491963, 0.055008784871092564
1	1491123428	0.16450322854788513, 0.3674289027080188, 0.33630687587092045, 0.17055356474548025	0.3163752377131598, 0.1625768114313312, 0.24515604028264715, 0.1467496908749667	0.2881452632313168, 0.1794433252844497, 0.15232590910043567, 0.45206928215745384	0.1159526489142697, 0.17754735446706907, 0.20311742291491963, 0.059270668967481344
1	1491123428	0.16450322854788513, 0.3674289027080188, 0.33630687587092045, 0.1934835847231256	0.3163752377131598, 0.1625768114313312, 0.24515604028264715, 0.16553986532797227	0.2881452632313168, 0.1794433252844497, 0.15232590910043567, 0.40351759060675035	0.1159526489142697, 0.17754735446706907, 0.20311742291491963, 0.0673748476506942
1	1491123428	0.16450322854788513, 0.3674289027080188, 0.33630687587092045, 0.21842547432761397	0.3163752377131598, 0.1625768114313312, 0.24515604028264715, 0.1959414677194022	0.2881452632313168, 0.1794433252844497, 0.15232590910043567, 0.3473676976687354	0.1159526489142697, 0.17754735446706907, 0.20311742291491963, 0.08158593029359998
1	1491123428	0.16450322854788513, 0.3674289027080188, 0.33630687587092045, 0.2438399087987845	0.3163752377131598, 0.1625768114313312, 0.24515604028264715, 0.232039597650566	0.2881452632313168, 0.1794433252844497, 0.15232590910043567, 0.29270824514343846	0.1159526489142697, 0.17754735446706907, 0.20311742291491963, 0.10051098004901451
1	1491123428	0.16450322854788513, 0.3674289027080188, 0.33630687587092045, 0.25850089008283056	0.3163752377131598, 0.1625768114313312, 0.24515604028264715, 0.26351429137388055	0.2881452632313168, 0.1794433252844497, 0.15232590910043567, 0.25225798661110416	0.1159526489142697, 0.17754735446706907, 0.20311742291491963, 0.1182633235092013
1	1491123429	0.16450322854788513, 0.2864855258859462, 0.33630687587092045, 0.25568175260668136	0.3163752377131598, 0.1681286200465895, 0.24515604028264715, 0.28306003582067235	0.2881452632313168, 0.24830172631619116, 0.15232590910043567, 0.22936719508347844	0.1159526489142697, 0.18842160755826415, 0.20311742291491963, 0.13081390590312617
1	1491123429	0.16450322854788513, 0.2348592358866429, 0.33630687587092045, 0.24787747773560517	0.3163752377131598, 0.19389401743220228, 0.24515604028264715, 0.2894498555075717	0.2881452632313168, 0.27821233555119906, 0.15232590910043567, 0.22084487588511198	0.1159526489142697, 0.21877812745166356, 0.20311742291491963, 0.13628223876857126
1	1491123429	0.16201027108459537, 0.0, 0.33630687587092045, 0.24566668591130997	0.32531067823146387, 0.0, 0.24515604028264715, 0.2899622096035001	0.27565786200368453, 0.0, 0.15232590910043567, 0.2101678966389455	0.11600931146368434, 0.0, 0.20311742291491963, 0.14140691938237063
1	1491123429	0.16370867905018974, 0.0, 0.33630687587092045, 0.25028266392732035	0.341735249678428, 0.0, 0.24515604028264715, 0.28962732367089666	0.25149198045425164, 0.0, 0.15232590910043567, 0.1931624067804094	0.11460219372909695, 0.0, 0.20311742291491963, 0.14731010386836565
1	1491123429	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123429	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123429	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123429	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123429	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123429	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123430	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123431	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123432	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
1	1491123432	0.1647834098521552, 0.0, 0.33630687587092045, 0.25146749142141656	0.36790548522046074, 0.0, 0.24515604028264715, 0.2919641879401436	0.2173635960210975, 0.0, 0.15232590910043567, 0.1788551780176074	0.11383728947787397, 0.0, 0.20311742291491963, 0.15191945120338504
